Id,Comment,Review
557,Yeh nirashajanak hai. 😞,0
558,Main bilkul prabhavit nahi hoon.,0
559,Yeh asantoshjanak hai.,0
560,Main prabhavit nahi hoon. 😕,0
561,Yeh akarshit nahi hai. 😕,0
562,Yeh akarshanheen hai.,0
563,Maine adhik ummeed ki thi.,0
564,Yeh bas theek hai.,0
565,Yeh niralaabh hai.,0
566,Yeh behtar mein madhyama hai.,0
567,Yeh waisa nahi hai jaise maine ummeed ki thi. 😔,0
568,Yeh nirasha janak khabar hai.,0
569,Yeh thoda nirasha janak hai.,0
570,Yeh kaafi nirasha janak hai.,0
571,Main zyada prabhavit nahi hoon.,0
572,Yeh bahut prabhavit nahi hai.,0
573,Yeh mere chai ka cup nahi hai.,0
574,Yeh waisa nahi hai jaise maine ummeed ki thi.,0
575,Main is parinaam se santusht nahi hoon. 😔,0
576,Yeh thoda nirasha janak hai.,0
577,Yeh madhyama mein lajawab hai. 😕,0
578,Yeh kaafi nirakshar hai. 😐,0
579,Yeh mere maapdaand ke anuroop nahi hai.,0
580,Yeh vishesh roop se prabhavit nahi hai.,0
581,Yeh madhyama hai.,0
582,Yeh khaas taur par akarshak nahi hai. 😞,0
583,Yeh khaas taur par lajawab nahi hai. 😒,0
584,Yeh bahut vichitra hai.,0
585,Yeh khaas taur par lajawab nahi hai.,0
586,Yeh abhyantar hai.,0
587,Yeh khaas taur par lajawab nahi hai.,0
588,Yeh khaas taur par akarshak nahi hai.,0
589,Yeh khaas taur par akarshak nahi hai.,0
590,Yeh bahut prabhavit nahi hai. 😔,0
591,Yeh khaas taur par akarshak nahi hai.,0
592,Yeh khaas taur par abhyantar nahi hai.,0
593,Yeh khaas taur par akarshak nahi hai. 😞,0
594,Yeh khaas taur par lajawab nahi hai. 😕,0
595,Yeh khaas taur par vichitra nahi hai. 😒,0
596,Yeh bahut abhutpurva nahi hai.,0
597,Yeh khaas taur par vichitra nahi hai.,0
598,Yeh thoda madhyama hai. 😐,0
599,Yeh khaas taur par lajawab nahi hai.,0
600,Yeh khaas taur par lajawab nahi hai.,0
601,Yeh khaas taur par yaadagar nahi hai.,0
602,Yeh khaas taur par yaadagar nahi hai.,0
603,Yeh bahut yaadagar nahi hai.,0
604,Yeh thoda saadhaaran hai.,0
605,Yeh khaas taur par akarshak nahi hai. 😞,0
606,Yeh khaas taur par niralaabh hai.,0
607,Yeh khaas taur par akarshak nahi hai. 😔,0
608,Yeh thoda saadhaaran hai.,0
609,Yeh khaas taur par prabhavit nahi hai. 😔,0
610,Yeh thoda saadhaaran hai.,0
611,Yeh thoda niraakarshak hai. 😞,0
612,Yeh thoda bekar hai. 😞,0
613,Yeh bahut hi nirasha janak hai. 😞,0
614,Yeh ashaaon se kam hai. 😕,0
615,Maine is par zyada ummeed ki thi. 😔,0
616,Purii tarah se prabhavit nahi hoon. 😒,0
617,Yeh ek poori viphalta hai. 😴,0
618,Viphal gunavatta. 😔,0
619,Kaafi asantoshajanak. 😕,0
620,Main poora roop se nirasha mein hoon. 😞,0
621,Yeh seedha saadhaaran hai. 😠,0
622,Samapt se neeche gir gaya. 😞,0
623,Khatarnaak gunavatta. 😔,0
624,Behad asantoshajanak. 😕,0
625,Main poori tarah se nirash hoon. 😞,0
626,Yeh seedha saadhaaran hai. 😞,0
627,"Nirasha janak, kehne ke liye kam hai. 😞",0
628,Nirakshar mein bhavuk. 😒,0
629,Yeh poori tarah se buraa hai. 😞,0
630,Dhyan se dekho toh kuch nahi hai. 😕,0
631,Maine isse zyada ummeed ki thi. 😔,0
632,Yeh poori tarah se nirasha janak hai. 😞,0
633,Yeh sabse bada asantosh hai. 😞,0
634,Kaafi nirakshar. 😕,0
635,Bhavuk mein bahut kami hai. 😔,0
636,Main poori tarah se prabhavit nahi hoon. 😕,0
637,Yeh bas nahi chal raha. 😞,0
638,Kaafi nirasha janak. 😞,0
639,Vishesh roop se akarshak nahi hai. 😔,0
640,Behad nirasha janak. 😞,0
641,Main is par poora adhikar nahi kiya ja sakta. 😞,0
642,Yeh ashaa se kam hai. 😞,0
643,Kaafi nirasha janak. 😔,0
644,Yeh vishesh roop se viksit nahi hai. 😞,0
645,Yeh ek poori viphalta hai. 😞,0
646,Kya nirasha! 😔,0
647,Maine iske liye uchit ummeed ki thi. 😕,0
648,Poora prabhavit nahi hoon. 😒,0
649,Yeh ek poori flop hai. 😴,0
650,Pratikool gunavatta. 😔,0
651,Behad asantoshajanak. 😕,0
652,Main poora nirash hoon. 😞,0
653,Yeh bas seedha saadhaaran hai. 😠,0
654,Maine isse zyada ummeed ki thi. 😔,0
655,Main iske saath bilkul nahi hoon. 😔,0
656,Yeh bas kaafi nahi hai. 😞,0
657,Aakarshan mein behad kami hai. 😔,0
658,Nirasha janak mein kami hai. 😞,0
659,Yeh poora adhik nahi karta. 😞,0
660,Yeh bilkul nirasha janak hai. 😞,0
661,"Kaafi adhik nirasha janak, afsos ki baat hai. 😔",0
662,Maine isse behtar ummeed ki thi. 😕,0
663,Yeh mujhe bilkul nahi lag raha hai. 😔,0
664,Yeh bas kafi nahi hai. 😞,0
665,Aakarshan mein kaafi kami hai.,0
666,"Yeh uchit se dur hai, afsos ki baat hai. 😞",0
667,"Mujhe kehna padega, yeh mujhe bilkul pasand nahi aa raha hai. 😔",0
668,"Kaafi nirasha janak, mujhe darr lag raha hai. 😞",0
669,Umeedon ko dhyaan mein rakhte hue kaafi nirasha janak. 😔,0
670,"Main maan leta hoon, yeh khaas taur par up to date nahi hai. 😞",0
671,Yahan par prayas ki kami se bahut nirash hoon. 😔,0
672,"Har vibhaag mein kaafi kami, mujhe afsos hai. 😞",0
673,Yeh bilkul bhi mere vicharon ke anuroop nahi hai. 😔,0
674,"Gunavatta aur tatv mein kaafi kami, bina kisi shanka ke. 😞",0
675,Paristhitiyon ko dhyaan mein rakhte hue khaas nirasha janak. 😔,0
676,"Mujhe afsos hai, yeh mujhe bilkul prabhavit nahi kar raha hai. 😔",0
677,"Bahut nirakarsh pratperformance, sachai mein. 😞",0
678,"Durr se bhi nahi kareeb kuch, jo ki ummeed ki ja rahi thi. 😞",0
679,"Yeh kisi bhi tarah se svikar ke yogya nahi hai, mujhe afsos hai. 😔",0
680,Bina kisi shanka ke bahut nirasha janak. 😞,0
681,"Main maan leta hoon, yeh khaas taur par nirasha janak hai. 😔",0
682,"Mujhe kehna padega, yeh kaafi ashaant hai. 😞",0
683,"Mujhe is parinaam se bahut nirasha hai, afsos ki baat hai. 😔",0
684,"Umeedon ko dhyaan mein rakhte hue, kaafi nirasha janak. 😞",0
685,"Yeh mujhe bilkul pasand nahi aa raha hai, mujhe afsos hai. 😔",0
686,"Har peshi mein kaafi kami, bina kisi shanka ke. 😞",0
687,"Umeedon ko dhyaan mein rakhte hue, bahut nirasha janak hai. 😔",0
688,"Prayatanon ko dhyaan mein rakhte hue, mujhe afsos hai. 😔",0
689,"Umeedon se dur, mujhe afsos hai. 😞",0
690,Zabardast!,1
691,Wah!,1
692,Shandar!,1
693,Badhiya!,1
694,Adbhut!,1
695,Umda!,1
696,Kamal!,1
697,Wah kya baat hai!,1
698,Mazedar!,1
699,Dil khush kar diya!,1
700,Bahut accha!,1
701,Khoobsurat!,1
702,Kya baat hai!,1
703,Wah wah!,1
704,Behad khubsurat!,1
705,Kamaal ka kaam!,1
706,Dil jeet liya!,1
707,Badiya kaam!,1
708,Bahut hi achha!,1
709,Bhut achha!,1
710,Dil ko choo gaya!,1
711,Bilkul sahi!,1
712,Mazedaar!,1
713,"Wah, kya rang hai!",1
714,Jhakaas!,1
715,Kamal ki baat hai!,1
716,Mazaa aa gaya!,1
717,Wah ji wah!,1
718,Kamaal kar diya!,1
719,Badhiya kaam kiya!,1
720,Mast hai!,1
721,Dil se pasand!,1
722,"Wah, kya khoobsurati hai!",1
723,Bahut hi pyaara!,1
724,Bahut hi achha kiya!,1
725,"Wah, kya jalwa hai!",1
726,Bilkul fadu!,1
727,Maza aa gaya!,1
728,"Wah, kya nazara hai!",1
729,Bahut hi shaandaar!,1
730,Dil ko chhu liya!,1
731,Bahut umda!,1
732,Bahut hi zabardast!,1
733,"Kya baat, kya baat!",1
734,Bahut hi badiya!,1
735,Bahut hi mazedaar!,1
736,Bahut hi uttam!,1
737,"Wah, kya chamak hai!",1
738,Bahut hi sundar!,1
739,Dil ko behlaya!,1
740,"Wah, kya jadoo hai!",1
741,Bilkul perfect!,1
742,Bahut hi impressive!,1
743,Bahut hi pyaara lag raha hai!,1
744,Bahut hi acche se kiya hai!,1
745,Dil se badhiya!,1
746,Bahut hi attractive!,1
747,Mast nazar aa raha hai!,1
748,Bahut hi zabardast kaam!,1
749,Bahut hi rangin!,1
750,Bilkul outstanding!,1
751,Bahut hi khoobsurat lag raha hai!,1
752,Bahut hi shaan-daar kaam!,1
753,Bahut hi dhamakedaar!,1
754,Bahut hi behetareen!,1
755,Dil ko lubha liya!,1
756,Bahut hi chamakdaar!,1
757,Bahut hi khoobsurat nazar aa raha hai!,1
758,Bilkul mazedaar!,1
759,Bahut hi badiya lag raha hai!,1
760,Dil se pyaara!,1
761,Bahut hi umda kaam!,1
762,Bahut hi badhiya nazaara hai!,1
763,Bilkul zabardast!,1
764,Bahut hi attractive lag raha hai!,1
765,Dil ko choo gaya!,1
766,Bahut hi impressive hai!,1
767,Bahut hi umda lag raha hai!,1
768,Bahut hi pyaara kaam kiya hai!,1
769,Bilkul khidmatguzar!,1
770,Bahut hi rangeen hai!,1
771,Bahut hi shaandaar dikh raha hai!,1
772,Bahut hi mazedar kaam!,1
773,Dil se bada hi pyaara!,1
774,Bahut hi chamakdaar lag raha hai!,1
775,Bilkul akalmandi se kiya hai!,1
776,Bahut hi mazboot!,1
777,Bahut hi manohar!,1
778,Bahut hi bhavya dikh raha hai!,1
779,Bahut hi sundar hai!,1
780,Dil ko choo lene waala!,1
781,Bahut hi uphaar!,1
782,Bahut hi akarshak!,1
783,Bahut hi aakarshan hai!,1
784,Bahut hi utkrist!,1
785,Dil se badhiya lag raha hai!,1
786,Bahut hi pyaara vaataavaran!,1
787,Bahut hi saubhagyashaali!,1
788,Bahut hi umda peshkash!,1
789,Bilkul mast!,1
790,Bahut hi prabhavshaali!,1
791,Kya bakwaas hai!,0
792,Bahut hi ghatiya!,0
793,Bilkul bekaar!,0
794,Bilkul nakli!,0
795,Bahut hi nirashajanak!,0
796,Kya bekar kaam kiya hai!,0
797,Bilkul nalayak!,0
798,Yeh kya tha!,0
799,Bahut hi kharaab!,0
800,Kachra!,0
801,Kya jhootha hai!,0
802,Bilkul bharpet!,0
803,Bahut hi bebas!,0
804,Bilkul farzi!,0
805,Kya thanda hai!,0
806,Bahut hi bakwas!,0
807,Bilkul niraashaajanak!,0
808,Yeh kya bakwaas hai!,0
809,Bahut hi ganda!,0
810,Kya adbhut nakaaratmakta hai!,0
811,Bilkul nakli lag raha hai!,0
812,Yeh toh ulta hai!,0
813,Bahut hi ganda kaam!,0
814,Bilkul bekar dikh raha hai!,0
815,Kya bekaar kaam hai!,0
816,Bahut hi nirarthak!,0
817,Yeh kya jhooth bol raha hai!,0
818,Bilkul nakli hai!,0
819,Kya jhoothi tareef karte ho!,0
820,Bahut hi kharab lag raha hai!,0
821,Yeh kya adhoora hai!,0
822,Bilkul bekaar peshkash!,0
823,Kya ghinona hai!,0
824,Bahut hi bebas lag raha hai!,0
825,Yeh kya bakwaas vaataavaran hai!,0
826,Bilkul ghinona!,0
827,Kya faltu hai!,0
828,Bahut hi ganda dikh raha hai!,0
829,Yeh kya nirarthak hai!,0
830,Bilkul bekaar uphaar!,0
831,Kya bekar vyakti hai!,0
832,Bahut hi bekar vyavahaar!,0
833,Yeh kya asahayak hai!,0
834,Bilkul bharpet tareef!,0
835,Kya bakwaas soch hai!,0
836,Bahut hi niraashajanak!,0
837,Yeh kya pakhand hai!,0
838,Bilkul faltu!,0
839,Kya bekar natak hai!,0
840,Bahut hi nirarthak peshkash!,0
841,Yeh kya bhramak hai!,0
842,Bilkul asahayak!,0
843,Kya bekar samay hai!,0
844,Bahut hi nirarthak vyavahaar!,0
845,Yeh kya ghinona tareef hai!,0
846,Bilkul nakli tareef!,0
847,Kya bekar vyakti hai tu!,0
848,Bahut hi bekar kaam!,0
849,Yeh kya khatarnak hai!,0
850,Bilkul bekaar soch!,0
851,Kya ghinona vyakti hai tu!,0
852,Bahut hi ghatiya vyavahaar!,0
853,Yeh kya jhootha uphaar hai!,0
854,Bilkul nakli vyakti!,0
855,Kya bekar samay hai yeh!,0
856,Bahut hi kharab vyakti!,0
857,Yeh kya khatarnak vyavahaar hai!,0
858,Bilkul nakli vyavahaar!,0
859,Kya bekaar soch hai teri!,0
860,Bahut hi ghatiya samay!,0
861,Yeh kya faltu vyavahaar hai!,0
862,Bilkul ghinona vyavahaar!,0
863,Kya bekar vyavastha hai!,0
864,Bahut hi nakli tareef!,0
865,Yeh kya adhoora vyavahaar hai!,0
866,Bilkul asahayak vyavahaar!,0
867,Kya bakwaas vyakti hai tu!,0
868,Bahut hi bekar vyavahaar!,0
869,Yeh kya jhootha vyavahaar hai!,0
870,Bilkul ghinona vyakti!,0
871,Kya bekar vyakti hai tu!,0
872,Bahut hi kharab soch hai teri!,0
873,Yeh kya bebas vyavahaar hai!,0
874,Bilkul faltu vyakti!,0
875,Kya bekar vyavahaar hai!,0
876,Bahut hi nakli vyavahaar!,0
877,Yeh kya asahayak vyavahaar hai!,0
878,Bilkul ghatiya vyakti!,0
879,Kya ghinona vyavahaar hai!,0
880,Bahut hi bekar samay!,0
881,Yeh kya faltu vyavahaar hai!,0
882,Bilkul ghinona vyavastha!,0
883,Kya bekar vyavastha hai!,0
884,Bahut hi nakli vyavastha!,0
885,Yeh kya kharab vyavahaar hai!,0
886,Bilkul bekar vyavahaar!,0
887,Kya bekaar vyavahaar hai tera!,0
888,Bahut hi faltu vyavahaar!,0
889,Yeh kya khatarnak vyavahaar hai!,0
890,Bilkul nakli vyavahaar hai!,0
891,yeh samanya hai.,-1
892,Kuch khaas nahi hai.,-1
893,Lagbhag tik hai.,-1
894,Kuch khaas nahi lag raha.,-1
895,Yeh toh aam baat hai.,-1
896,Koi khaas dikkat nahi hai.,-1
897,Aam taur par thik hai.,-1
898,Kuch khaas nahi ho raha.,-1
899,Woh khaas nahi lag raha.,-1
900,Kuch khas nahi dikh raha.,-1
901,Bas theek hai.,-1
902,Aam baat hai.,-1
903,Kuch alag nahi hai.,-1
904,Woh kuch hatkar nahi hai.,-1
905,Kuch vishesh nahi lag raha.,-1
906,Kuch khas nahi hai lag raha.,-1
907,Bas samanya hai.,-1
908,Woh bhi kuch khaas nahi.,-1
909,Woh bhi kuch hatkar nahi.,-1
910,Kuch khas nahi lag raha hai.,-1
911,Main iske baare mein nirbhik hoon. ,-1
912,Kuch aisa nahi hai.,-1
913,Kuch khaas anubhav nahi hai.,-1
914,Bas tik hai.,-1
915,Kuch khaas anubhav nahi lag raha.,-1
916,Woh bhi samanya hai.,-1
917,Woh bhi kuch khaas nahi.,-1
918,Kuch alag nahi dikh raha.,-1
919,Bas waisa hi hai.,-1
920,Kuch nahi khaas hai.,-1
921,Bas waisa hi lag raha hai.,-1
922,Kuch khaas nahi dikhai de raha.,-1
923,Woh bhi aam hai.,-1
924,Kuch khaas nahi dikhai de raha hai.,-1
925,Woh bhi kuch hatkar nahi dikh raha.,-1
926,Kuch vishesh nahi hai.,-1
927,Bas waisa hi thik hai.,-1
928,Woh bhi samanya hai.,-1
929,Kuch khaas nahi dikh raha hai.,-1
930,Bas waisa hi lag raha hai.,-1
931,Kuch khaas nahi ho raha hai.,-1
932,Woh bhi kuch alag nahi hai.,-1
933,Kuch alag nahi lag raha hai.,-1
934,Bas wohi hai.,-1
935,Kuch khaas nahi lag raha hai.,-1
936,Woh bhi bas waisa hi hai.,-1
937,Kuch khaas nahi ho raha hai.,-1
938,Bas wohi hai.,-1
939,Woh bhi aam hai.,-1
940,Kuch vishesh nahi lag raha hai.,-1
941,Bas aam hai.,-1
942,Woh bhi kuch hatkar nahi hai.,-1
943,Kuch nahi naya hai.,-1
944,Bas samanya hai.,-1
945,Kuch khaas nahi dikhai de raha hai.,-1
946,Woh bhi bas waisa hi hai.,-1
947,Kuch vishesh nahi hai.,-1
948,Bas waisa hi hai.,-1
949,Kuch alag nahi dikh raha hai.,-1
950,Woh bhi samanya hai.,-1
951,Kuch khaas nahi ho raha hai.,-1
952,Bas waisa hi lag raha hai.,-1
953,Kuch khaas nahi dikh raha hai.,-1
954,Woh bhi bas thik hai.,-1
955,Kuch khaas nahi lag raha hai.,-1
956,Bas waisa hi hai.,-1
957,Kuch naya nahi hai.,-1
958,Woh bhi samanya hai.,-1
959,Bas waisa hi thik hai.,-1
960,Kuch alag nahi ho raha hai.,-1
961,Woh bhi bas waisa hi hai.,-1
962,Kuch naya nahi dikh raha hai.,-1
963,Bas waisa hi lag raha hai.,-1
964,Kuch khaas nahi ho raha hai.,-1
965,Woh bhi aam hai.,-1
966,Bas waisa hi hai.,-1
967,Kuch naya nahi hai.,-1
968,Woh bhi samanya hai.,-1
969,Bas waisa hi thik hai.,-1
970,Kuch alag nahi dikh raha hai.,-1
971,Bas samanya hai.,-1
972,Kuch khaas nahi ho raha hai.,-1
973,Woh bhi bas waisa hi hai.,-1
974,Kuch alag nahi hai.,-1
975,Bas waisa hi lag raha hai.,-1
976,Kuch khaas nahi lag raha hai.,-1
977,Woh bhi samanya hai.,-1
978,Bas thik hai.,-1
979,Kuch khaas nahi dikhai de raha hai.,-1
980,Woh bhi bas waisa hi hai.,-1
981,Bas samanya hai.,-1
982,Kuch vishesh nahi hai.,-1
983,Woh bhi bas waisa hi hai.,-1
984,Kuch khaas nahi lag raha hai.,-1
985,Bas waisa hi hai.,-1
986,Kuch naya nahi hai.,-1
987,Woh bhi samanya hai.,-1
988,Bas waisa hi thik hai.,-1
989,Kuch alag nahi dikh raha hai.,-1
990,Bas samanya hai.,-1
991,Nakami,0
992,Nirasha,0
993,Niraash,0
994,Nakaam,0
995,Nakhush,0
996,Nirman,0
997,Nisthawan,0
998,Nakaratmak,0
999,Nishedh,0
1000,Nindaniya,0
1001,Nishev,0
1002,Nireekshan,0
1003,Niruddesh,0
1004,Nimantran,0
1005,Niradar,0
1006,Nispat,0
1007,Niraadar,0
1008,Nirakshan,0
1009,Nirasa,0
1010,Nistabdhta,0
1011,Adbhut,1
1012,Shandar,1
1013,Utkrisht,1
1014,Pratibhaavan,1
1015,Ujjwal,1
1016,Prerit,1
1017,Anmol,1
1018,Udyam,1
1019,Udgam,1
1020,Uplabdh,1
1021,Prabal,1
1022,Prerna,1
1023,Utkarsh,1
1024,Utsahit,1
1025,Aakarshak,1
1026,Prerana,1
1027,Ujjwal,1
1028,Prakhar,1
1029,Ujjwal,1
1030,Udbhav,1
1031,Samanya,-1
1032,Madhyam,-1
1033,Nishchit,-1
1034,Anyatha,-1
1035,Vichar,-1
1036,Anishchit,-1
1037,Antarbhav,-1
1038,Sambhav,-1
1039,Samadhan,-1
1040,Sthiti,-1
1041,Aniyamit,-1
1042,Anavashyak,-1
1043,Nirnay,-1
1044,Vyavhar,-1
1045,Avyavaharik,-1
1046,Apratyaashit,-1
1047,Aashchary,-1
1048,Samiksha,-1
1049,Aashanka,-1
1050,Abhivyakt,-1
1051,achha,1
1052,bura,0
1053,thik,-1
1054,muze yeh achha laga,1
1055,muze yeh pasand aya,1
1056,yeh achha hai,1
1057,yeh muze achha laga,1
1058,thik hai,-1
1059,Yeh kya bakwaas hai? Delete kardo.,0
1060,Bilkul bhi maza nahi aaya. Next time better try karo.,0
1061,"Kuch bhi karke apne filters ko thoda kam karo, naturalness gayab hai.",0
1062,"Arre yaar, itna overacting mat karo.",0
1063,Kisi bhi angle se yeh pic bilkul fit nahi hai.,0
1064,"Kitna boring hai yeh post, kuch interesting karo.",0
1065,Tumhara style bilkul outdated lag raha hai.,0
1066,Aise pics se toh bilkul bhi inspiration nahi milti.,0
1067,"Kya bakwas editing ki hai, sach me spoil kar diya pic ko.",0
1068,"Yeh pic bilkul off hai, kuch aur try karo.",0
1069,bakwaas hai,0
1070,delete krdo,0
1071,maza nhi aya ,0
1072,isse achha hona chahiye tha,0
1073,"Wow! Kamaal ka shot hai yaar, dil khush ho gaya dekh ke.",1
1074,Killer look! You're slaying it as always. 😍,1
1075,"Mast hai yaar, koi aur caption daal do aur post karo.",1
1076,Picture perfect! Tumhara photography skills dekh ke maza aa gaya.,1
1077,"Aise hi pics daalte raho, humesha inspire karte ho.",1
1078,"Bahut hi stylish dikh rahe ho, keep it up!",1
1079,Kya baat hai! Dhamakedar pose hai bhai.,1
1080,"Tumhara smile toh dil jeet leti hai, keep smiling always.",1
1081,"Kitni creativity hai, wah! Full marks for originality.",1
1082,"Kuch alag karne ki koshish kar rahe ho, aur woh bahut noticeable hai.",1
1083,kamal ki post hai,1
1084,kamal ka shot hai,1
1085,dil khush ho gya,1
1086,dil khush ,1
1087,bahut achha look hai,1
1088,chehare me muskurahat acchi hai,1
1089,muskurahat,1
1090,mast hai post,1
1091,inspirational post hai,1
1092,stylish look hai,1
1093,stylish,1
1094,dhamakedar,1
1095,dil jeet liya,1
1096,smile achhi hai,1
1097,smile,1
1098,achhi hai,1
1099,bahut khub,1
1100,Vo Sundar hai.,1
1101,Param Sundari.,1
1102,Main nahi jaanta.,-1
1103,Behtar nahi ho sakta.,1
1104,Bahut achha hai!,1
1105,Kamal!,1
1106,Kamal kar diya!,1
1107,Bahut hi mast!,1
1108,Performance bahut achha hai.,1
1109,Bahut achha performance.,1
1110,Zabardast!,1
1111,Vo sundar nahi hai.,0
1112,Rani!,0
1113,Gaaliyan!,0
1114,"Haan, yeh sach baat hai, ab competition zyada hai aur talent kam.",1
1115,Talent bhi zaroori hai.,1
1116,Bilkul sahi.,1
1117,"Agar tum achhe se act karte, toh Bollywood mein tik jaate.",1
1118,Tumhare ander saccha dil dikhta hai.,1
1119,Talent baat karta hai.,1
1120,Tu to kuch bhi nahi.,0
1121,Drama queen.,0
1122,Survival.,0
1123,Talent kahan hai?,0
1124,Nankhushi.,0
1125,Double standards.,0
1126,Yeh sach hai.,0
1127,Log bahut nirashajanak hain.,0
1128,Bada mazaak hai.,0
1129,Sangharsh.,0
1130,Tumhara kaun sahayata karega?,0
1131,Sab kismat ki baat hai.,1
1132,Hot.,1
1133,Aalsi,1
1134,Drama aur bahaane.,1
1135,Jabardast.,1
1136,Hamesha sundar.,1
1137,Bahut pyaara.,1
1138,"Wow, sundar.",1
1139,Marathi look bahut stunning.,1
1140,Badhai ho.,1
1141,Bahut achhi picture hai.,1
1142,"Jo hua, achha hua.",1
1143,Yeh to achhi baat hai.,1
1144,Samman.,1
1145,Ayeee hyeee.,1
1146,Bahut pyaari.,1
1147,"Oyye hoy, kisi ki nazar na lage.",1
1148,Chand nazar aaya.,1
1149,Sundar.,1
1150,Ohooo.,1
1151,Main tumhara bada fan hoon.,1
1152,Hamesha awesome lagti ho.,1
1153,Meri sabse sundar titli.,1
1154,Achha result.,1
1155,Achha utpad.,1
1156,Sabse achha.,1
1157,Sabhi shubhkamnayein.,1
